id;idproject;user_editor;user_revisor;status;status_val;obs;area_km2;geom
225;1;NULL;NULL;NULL;NULL;NULL;0.23193131100173725;MULTIPOLYGON(((334499.6426726138 7429448.911143931,334479.5068533494 7429318.004878403,334464.3105683762 7429285.718788182,334454.12613955635 7429244.517994793,334439.20007201756 7429206.365264628,334432.43930039136 7429179.378277602,334430.88541699713 7429167.289485471,334429.33153694833 7429155.200692848,334434.13395801635 7429128.342598097,334444.12919968134 7429103.8680818025,334445.1785545495 7429101.9862726405,333888.646550982 7429101.9862726405,333888.646550982 7429501.9862726405,334508.1675297372 7429501.9862726405,334499.6426726138 7429448.911143931)))
226;1;NULL;NULL;NULL;NULL;NULL;0.26621906935225664;MULTIPOLYGON(((334581.1236576786 7429769.2139325645,334558.3009778076 7429732.413196172,334548.279853053 7429694.869009724,334510.7445211258 7429518.030430056,334508.1675297372 7429501.9862726405,333888.646550982 7429501.9862726405,333888.646550982 7429901.9862726405,334588.646550982 7429901.9862726405,334588.646550982 7429776.907089183,334581.1236576786 7429769.2139325645)))
227;1;NULL;NULL;NULL;NULL;NULL;0.0009027974718684984;MULTIPOLYGON(((333964.9856808388 7427096.865755442,333955.9622449875 7427090.781855384,333945.85661662265 7427088.564566027,333931.3229507356 7427088.84492003,333888.646550982 7427092.059183791,333888.646550982 7427101.9862726405,333972.58038863156 7427101.9862726405,333964.9856808388 7427096.865755442)))
228;1;NULL;NULL;NULL;NULL;NULL;0.05744912549077568;MULTIPOLYGON(((334016.76087502786 7427491.926469493,334045.2895878932 7427429.783683736,334053.70153761504 7427409.61087922,334054.4685198837 7427405.078792019,334055.2355018081 7427400.546704773,334056.5745002641 7427344.855492819,334047.5552642292 7427282.071336966,334015.35401501704 7427187.686238971,333997.66507525614 7427131.560672245,333989.02577535296 7427117.1775430795,333976.17299759446 7427104.408487752,333972.58038863156 7427101.9862726405,333888.646550982 7427101.9862726405,333888.646550982 7427501.9862726405,334013.2745364575 7427501.9862726405,334016.76087502786 7427491.926469493)))
229;1;NULL;NULL;NULL;NULL;NULL;0.04566631166711807;MULTIPOLYGON(((334016.58906735986 7427873.340176147,334018.2015292068 7427848.107699217,334022.5320529371 7427826.892535371,334023.25492830377 7427817.154808264,334023.3807727519 7427815.05200643,334019.2244916844 7427802.38027978,334009.7294781193 7427782.117999526,333993.2085195228 7427722.129402652,333988.8034387914 7427658.51085772,333991.047394266 7427604.269493386,333994.3279620949 7427576.286969582,334005.0234204817 7427525.794804368,334013.2745364575 7427501.9862726405,333888.646550982 7427501.9862726405,333888.646550982 7427901.9862726405,334014.99433283694 7427901.9862726405,334016.58906735986 7427873.340176147)))
230;1;NULL;NULL;NULL;NULL;NULL;0.04479455826693348;MULTIPOLYGON(((333993.6710845552 7428238.994708091,333996.5524855346 7428155.190839272,334000.9456306527 7428104.256984843,334002.78406038193 7428082.942196245,334005.21575634007 7427993.595896227,334013.643860369 7427926.24470818,334014.99433283694 7427901.9862726405,333888.646550982 7427901.9862726405,333888.646550982 7428301.9862726405,333985.59445027594 7428301.9862726405,333993.6710845552 7428238.994708091)))
235;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7436701.9862726405,334588.646550982 7436701.9862726405,334588.646550982 7436301.9862726405,333888.646550982 7436301.9862726405,333888.646550982 7436701.9862726405)))
236;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7437101.9862726405,334588.646550982 7437101.9862726405,334588.646550982 7436701.9862726405,333888.646550982 7436701.9862726405,333888.646550982 7437101.9862726405)))
237;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7437501.9862726405,334588.646550982 7437501.9862726405,334588.646550982 7437101.9862726405,333888.646550982 7437101.9862726405,333888.646550982 7437501.9862726405)))
239;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7435101.9862726405,334588.646550982 7435101.9862726405,334588.646550982 7434701.9862726405,333888.646550982 7434701.9862726405,333888.646550982 7435101.9862726405)))
240;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7435501.9862726405,334588.646550982 7435501.9862726405,334588.646550982 7435101.9862726405,333888.646550982 7435101.9862726405,333888.646550982 7435501.9862726405)))
241;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7435901.9862726405,334588.646550982 7435901.9862726405,334588.646550982 7435501.9862726405,333888.646550982 7435501.9862726405,333888.646550982 7435901.9862726405)))
242;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7436301.9862726405,334588.646550982 7436301.9862726405,334588.646550982 7435901.9862726405,333888.646550982 7435901.9862726405,333888.646550982 7436301.9862726405)))
243;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7433501.9862726405,334588.646550982 7433501.9862726405,334588.646550982 7433101.9862726405,333888.646550982 7433101.9862726405,333888.646550982 7433501.9862726405)))
244;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7433901.9862726405,334588.646550982 7433901.9862726405,334588.646550982 7433501.9862726405,333888.646550982 7433501.9862726405,333888.646550982 7433901.9862726405)))
245;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7434301.9862726405,334588.646550982 7434301.9862726405,334588.646550982 7433901.9862726405,333888.646550982 7433901.9862726405,333888.646550982 7434301.9862726405)))
246;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333888.646550982 7434701.9862726405,334588.646550982 7434701.9862726405,334588.646550982 7434301.9862726405,333888.646550982 7434301.9862726405,333888.646550982 7434701.9862726405)))
274;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7431901.9862726405,333888.646550982 7431901.9862726405,333888.646550982 7431501.9862726405,333188.646550982 7431501.9862726405,333188.646550982 7431901.9862726405)))
275;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7432301.9862726405,333888.646550982 7432301.9862726405,333888.646550982 7431901.9862726405,333188.646550982 7431901.9862726405,333188.646550982 7432301.9862726405)))
276;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7432701.9862726405,333888.646550982 7432701.9862726405,333888.646550982 7432301.9862726405,333188.646550982 7432301.9862726405,333188.646550982 7432701.9862726405)))
277;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7433101.9862726405,333888.646550982 7433101.9862726405,333888.646550982 7432701.9862726405,333188.646550982 7432701.9862726405,333188.646550982 7433101.9862726405)))
278;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7430301.9862726405,333888.646550982 7430301.9862726405,333888.646550982 7429901.9862726405,333188.646550982 7429901.9862726405,333188.646550982 7430301.9862726405)))
279;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7430701.9862726405,333888.646550982 7430701.9862726405,333888.646550982 7430301.9862726405,333188.646550982 7430301.9862726405,333188.646550982 7430701.9862726405)))
280;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7431101.9862726405,333888.646550982 7431101.9862726405,333888.646550982 7430701.9862726405,333188.646550982 7430701.9862726405,333188.646550982 7431101.9862726405)))
281;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7431501.9862726405,333888.646550982 7431501.9862726405,333888.646550982 7431101.9862726405,333188.646550982 7431101.9862726405,333188.646550982 7431501.9862726405)))
282;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7428701.9862726405,333888.646550982 7428701.9862726405,333888.646550982 7428301.9862726405,333188.646550982 7428301.9862726405,333188.646550982 7428701.9862726405)))
283;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7429101.9862726405,333888.646550982 7429101.9862726405,333888.646550982 7428701.9862726405,333188.646550982 7428701.9862726405,333188.646550982 7429101.9862726405)))
284;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7429501.9862726405,333888.646550982 7429501.9862726405,333888.646550982 7429101.9862726405,333188.646550982 7429101.9862726405,333188.646550982 7429501.9862726405)))
285;1;NULL;NULL;NULL;NULL;NULL;0.28;MULTIPOLYGON(((333188.646550982 7429901.9862726405,333888.646550982 7429901.9862726405,333888.646550982 7429501.9862726405,333188.646550982 7429501.9862726405,333188.646550982 7429901.9862726405)))
