id;area_km2;municipio;cod_estado;cod_class;class;obs;st_astext
1172;3.3414863240662626e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((333441.6271268736 7428729.650313574,333439.8464548114 7428759.027422294,333429.21939484426 7428783.753102497,333429.66001406126 7428793.24064379,333425.4877691926 7428804.230052223,333437.37742294616 7428815.453243865,333437.8488999838 7428828.971702889,333424.2983111898 7428861.111477518,333424.4523796385 7428875.966035636,333429.8590187623 7428898.24958018,333417.38737390307 7428926.880624839,333419.68865727005 7428954.301875451,333385.6841634321 7429035.66325812,333395.5178070251 7429055.322567837,333380.2486228393 7429070.1301482925,333360.12299915776 7429096.940075828,333360.2309991639 7429105.7500758255,333358.7474164576 7429115.775335655,333385.54573039815 7429133.564312562,333390.3785468993 7429157.354838716,333397.5269204973 7429178.97639155,333393.50490678113 7429203.31707316,333426.1169991576 7429191.72507582,333429.889035488 7429184.856125004,333439.56084803736 7429187.623805657,333451.26745953213 7429189.192055481,333469.95648194663 7429192.752541693,333491.96659101895 7429202.652973863,333492.603827426 7429202.561056841,333491.2939991646 7429170.63207582,333489.0049991647 7429134.604075826,333487.6769991657 7429097.089075828,333492.0889991602 7429042.722075824,333496.6689991661 7428997.120075829,333496.5129991622 7428957.074075824,333498.7199991636 7428942.942075823,333502.6334233209 7428927.1886143945,333504.1195976967 7428917.870005783,333503.887512504 7428909.106119173,333498.56447989325 7428892.2274890905,333496.4719116072 7428887.973743714,333488.1529991589 7428846.603075831,333488.946169539 7428807.338549769,333483.85650122166 7428787.827000013,333469.3822026119 7428747.129169824,333465.7459616737 7428742.025955675,333447.8962423504 7428730.398560232,333441.6271268736 7428729.650313574)))
1173;8.761977482958281e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((340593.38625869714 7449248.875482747,340570.7454612945 7449258.473482447,340553.08067334973 7449265.391381653,340538.77782498364 7449266.33238095,340517.93720078096 7449261.737724034,340482.68318494887 7449268.468315301,340430.93925056217 7449275.023225622,340348.36171301076 7449286.168919636,340275.864408869 7449279.930203751,340258.42871072877 7449471.604586007,340291.21377851226 7449490.265576867,340338.47092154156 7449492.135750588,340395.2849454386 7449474.156115653,340421.736040829 7449468.151752936,340456.321598268 7449472.619648531,340529.9657258744 7449474.496789381,340572.95626834314 7449464.021982681,340625.88147352275 7449449.826447282,340684.9284573293 7449428.589888912,340732.9993491885 7449405.596650705,340786.51733521593 7449387.307274122,340840.5036628357 7449376.675411008,340871.1232710743 7449366.341723353,340901.6500075563 7449364.752784405,340839.91707638005 7449276.640107879,340834.9671688336 7449276.86080071,340800.1555918559 7449293.709070493,340772.49821969634 7449309.813373296,340744.3375938217 7449321.539441096,340713.5564220797 7449321.212249396,340669.35910982534 7449290.132364312,340638.2259714448 7449271.216670771,340620.24408906023 7449256.267062858,340593.38625869714 7449248.875482747)))
1174;4.801358477418235e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((332951.5149340918 7429254.1878760755,332812.2236181629 7429626.829403404,332842.2313772858 7429707.57919599,332948.07115544484 7429683.033730393,333045.003174728 7429318.996422185,333033.06857602287 7429306.416660863,333017.77729295194 7429295.279370488,332999.46932515735 7429281.282704298,332982.6211999501 7429269.855592207,332951.5149340918 7429254.1878760755)))
1175;5.783182181473289e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((329101.36799338483 7448200.071426844,329002.8957851344 7448406.062542052,329084.35335950676 7448447.760394752,329113.4718116863 7448461.266703464,329187.01566653105 7448497.664881548,329256.63153541763 7448529.031153969,329321.02036030946 7448565.417505338,329336.8815889751 7448517.956961397,329340.5317925352 7448475.07570984,329320.33915591927 7448422.350292256,329299.14084304695 7448375.073858023,329295.05832988734 7448337.618206458,329236.7632409547 7448281.635171192,329167.7977487063 7448233.469135476,329101.36799338483 7448200.071426844)))
1176;6.43228377861952e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((351367.5499977665 7450607.880005279,351408.3599977709 7450545.07000528,351253.55126410944 7450387.951538464,351267.2099977564 7450361.300005281,351286.08370873425 7450324.472774631,351241.2128672928 7450308.080300639,351216.5410445642 7450304.103716655,351216.178975257 7450293.916295382,351194.12999774795 7450215.150005286,351155.9006725936 7450305.158648889,351150.98048053146 7450315.560731588,351010.93999772874 7450584.400005279,351198.90999774914 7450593.720005279,351367.5499977665 7450607.880005279)))
1177;4.593820110772339e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((348355.4099973877 7448312.819005331,348428.46899739694 7448242.3500053305,348427.65599739656 7448173.373005332,348499.26199740585 7448139.835005333,348556.9349974128 7448135.170005335,348622.1099974205 7448077.366005334,348660.1669974235 7448075.811005333,348695.9439974281 7448086.783005334,348705.93499742984 7448063.871005336,348642.80899742205 7448022.227005335,348554.09799741174 7448088.772005334,348405.62299739383 7447961.078005334,348371.8679973886 7447976.315005336,348286.22099738 7448261.19700533,348347.3929973872 7448305.698005332,348355.4099973877 7448312.819005331)))
1743;2.396941026021875e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((340124.34315925895 7433226.3190489225,340221.7304082776 7433157.473847496,340021.17543415807 7433015.536976501,339932.4791563372 7433093.210091727,340124.34315925895 7433226.3190489225)))
1178;3.2269532689358892e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((331730.880982912 7445048.4216904715,331730.0857729865 7445032.671511319,331733.43232901115 7445024.747365681,331745.14448383765 7445013.488272905,331765.3092553384 7444997.743935553,331795.8330995393 7444975.454527143,331818.2965152998 7444958.762102837,331844.05043891084 7444933.005143699,331877.3353597233 7444902.931185516,331886.52525521826 7444891.447203359,331893.6615111636 7444882.358352557,331892.728503827 7444880.634946341,331890.85575700836 7444879.289833646,331875.023473794 7444881.861645208,331839.373281443 7444873.945872853,331828.73590768885 7444867.309066858,331811.5781369925 7444853.8611443825,331799.89092708216 7444842.878229579,331783.8817333771 7444819.106361294,331763.9586123072 7444796.274257744,331731.11595058884 7444763.4527497105,331665.700505415 7444817.210842967,331603.3953145334 7444859.883748338,331620.7440320445 7444876.371388752,331730.880982912 7445048.4216904715)))
1179;4.562777710691018e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((337035.3498833293 7444315.92606933,337107.44293197023 7444072.764137532,336967.385296801 7444067.9018420465,336952.75420213095 7444087.997252247,336944.4090182965 7444096.422303403,336933.67489160906 7444106.623653744,336917.4642458593 7444120.951293053,336912.52919941244 7444125.166890381,336905.62522482936 7444131.941375871,336900.6458610872 7444136.154702038,336890.8172725531 7444144.877195387,336882.31070611207 7444150.479955638,336868.74621453695 7444157.933090309,336858.9168803257 7444163.244728789,336852.6144966122 7444165.0640802635,336847.5174515133 7444167.106751021,336840.1711603692 7444168.663408225,336829.4710158857 7444168.848713276,336812.49288802186 7444164.930797724,336806.7070921267 7444160.733684646,336805.02896627516 7444164.017604357,336776.98776987573 7444229.497382787,336766.594697929 7444258.549259258,336775.5856323791 7444260.592703277,336799.5793407796 7444245.782504553,336827.58077773673 7444249.170610877,336867.9916646307 7444274.753444346,336885.60661035904 7444309.945978138,337032.89012954925 7444315.825398165,337035.3498833293 7444315.92606933)))
1180;1.5005258237345808e-12;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((329818.28380334546 7428219.673090266,329818.64268126036 7428221.134710236,329817.83929512976 7428222.69558759,329817.3750712698 7428225.985266765,329817.990792267 7428229.817444022,329819.10046007036 7428233.014499236,329820.0075842314 7428238.189580096,329820.55875580513 7428240.469954144,329817.7794190317 7428243.7060272265,329817.6120944291 7428246.677875318,329821.19082656584 7428249.382977521,329822.7223592761 7428259.211402589,329832.1385025272 7428268.338175213,329834.199865126 7428273.410370239,329969.9714717297 7428286.93880044,329986.654928277 7428290.113143131,330001.3374513431 7428292.229827248,330008.29604981735 7428293.348467058,330028.8368936276 7428296.88606593,330027.8497926558 7428269.910890107,330028.6746451033 7428257.162177047,330029.4497932906 7428248.990266511,330032.4267436052 7428237.104210407,330038.08880515635 7428227.885101453,330042.06417307496 7428222.306483882,330050.4437363788 7428209.637269476,330055.5473146186 7428200.967390049,330056.88907527365 7428197.118611252,330031.9852735148 7428194.718234525,330015.61169932416 7428194.561652714,329999.7883091555 7428195.399839116,329964.19095458137 7428198.654877471,329937.07573650655 7428200.602756575,329905.8223380038 7428203.820390681,329876.5395424576 7428211.09481126,329868.78244910773 7428212.659492433,329847.75096928084 7428216.607732958,329841.34277435264 7428217.466446133,329819.67540247366 7428219.546734514,329818.28380334546 7428219.673090266)))
1181;1.5492627167395645e-12;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((336995.62845882436 7444449.741379696,336980.3684566204 7444450.201390741,336888.1684418443 7444444.941383065,336825.5984599414 7444463.571375682,336936.1784492531 7444648.481386263,336995.62845882436 7444449.741379696)))
1182;1.7642105968036182e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((341184.53771416785 7435248.1719799945,341163.30562486144 7435101.016100872,341030.1312503553 7435119.962049486,341052.7297141694 7435268.256979991,341184.53771416785 7435248.1719799945)))
1185;7.114552862150573e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((333446.6428734844 7441546.145993772,333440.1846853959 7441556.617707273,333438.0972865878 7441569.323573471,333433.4096539427 7441595.496077841,333433.7153257929 7441617.353513056,333425.6393909338 7441627.09775652,333423.8982718842 7441635.410198117,333414.4777746892 7441642.544277618,333397.31083435554 7441654.5091164755,333391.6568788915 7441668.787794434,333785.7834723267 7441950.728929349,333925.9243945769 7441824.986109342,333446.6428734844 7441546.145993772)))
1186;3.4416827212622966e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((349073.92484892346 7447596.957422994,349066.98042332265 7447593.664544353,349058.3085500856 7447587.10384961,349003.49006657966 7447558.820257572,348946.34948764415 7447537.084337855,348910.7942834019 7447528.345537623,348914.71445367264 7447598.020075264,348913.3124954436 7447634.435719807,348917.1951527209 7447666.816413506,348921.41059356125 7447728.427476725,348926.2350270608 7447768.923920983,348927.3800012919 7447800.285983982,348924.3711147144 7447834.490444798,348921.3652917844 7447874.784051612,348919.15972337965 7447901.913836647,348935.7805770909 7447888.510301098,348970.0234673425 7447870.613246707,348982.3242337515 7447867.510635108,348996.5185649451 7447856.27667516,349023.16876916704 7447842.851996537,349021.53864038974 7447832.223537748,349018.2453071866 7447820.405787781,349014.2740043131 7447806.966844118,349018.94803720474 7447787.576372201,349020.48997464 7447766.418925395,349025.26713895646 7447746.3643582035,349030.41200086527 7447732.9013160765,349043.19714265317 7447715.870781549,349060.2693911124 7447683.733703291,349062.5217209718 7447675.004312835,349065.57508159126 7447666.692052531,349066.50498175883 7447649.568750476,349069.1871181926 7447629.284875531,349073.5562380931 7447607.648185065,349073.92484892346 7447596.957422994)))
1187;6.441440615591306e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((336718.491149926 7433483.649378672,336538.7808527305 7433646.037538156,336586.04574452876 7433692.698189765,336624.5250721883 7433739.262350495,336679.4090890773 7433792.286215024,336736.5853708693 7433836.598279228,336808.3365449923 7433904.004593296,336811.58328321576 7433908.408687275,336872.0578797918 7433852.281323893,336904.0083070817 7433818.229754165,336933.6426608689 7433795.07397978,336954.2118239179 7433722.1278159525,336897.41079881287 7433693.656637531,336890.28151368914 7433692.759419598,336885.3845210455 7433688.610344271,336859.0861786675 7433733.098561695,336809.3876142782 7433707.981200103,336804.9828573538 7433709.025008705,336780.6548847179 7433724.047757064,336745.4716761749 7433702.365684178,336712.5806856201 7433671.971874069,336770.7177347124 7433628.652399036,336813.0328754996 7433575.876511919,336718.491149926 7433483.649378672)))
1188;7.388998222382842e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((333673.28124437516 7441530.848619279,333502.2459414003 7441437.024961549,333490.47067246237 7441455.255519865,333483.2311996303 7441472.724451639,333476.7271177964 7441484.737632984,333463.96730255935 7441512.190859259,333440.38500980946 7441556.731774817,333477.7359247306 7441577.800514221,333503.87641548 7441592.103913521,333533.3213704552 7441607.188444743,333564.22167247324 7441622.908096647,333584.9831344285 7441633.470185196,333606.78414809133 7441646.187573129,333626.9943174642 7441659.385268107,333652.8580441097 7441671.603678744,333674.14902399003 7441683.895703318,333699.04213085934 7441698.72406236,333720.14901987615 7441710.981715941,333744.60534489196 7441723.435310449,333764.4120813733 7441734.362562746,333775.4087887907 7441741.331485143,333804.5043482095 7441756.601991853,333830.2256655663 7441768.994286586,333852.99790511705 7441779.295357939,333952.8475310807 7441824.427078302,333979.0552456542 7441766.069635878,333998.0936533303 7441732.272019025,334013.1683266891 7441731.488964081,334033.02201894764 7441725.446313878,334036.00868872856 7441719.603832606,334067.83985357743 7441631.257907674,334037.6144156888 7441623.321816761,333944.8846413209 7441678.708142509,333850.07403914444 7441625.314319208,333827.04222753836 7441611.805459254,333801.14158897626 7441598.688600885,333765.6102826226 7441578.495632912,333744.72706727096 7441568.224749569,333711.2876679312 7441551.377523756,333673.28124437516 7441530.848619279)))
1189;3.82563271146252e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((336225.204763336 7439518.4571215585,336156.61731103115 7439535.730904564,336262.44118416647 7440105.2944237795,336284.67223943246 7440082.047961702,336309.69782133197 7440054.4618730415,336289.78843158355 7440028.841210568,336277.08412045834 7440016.273830803,336262.51898354397 7440007.441725068,336331.5730040643 7439915.670642845,336225.204763336 7439518.4571215585)))
1190;1.7533224473125248e-12;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((336104.60396135104 7434041.937226251,336107.61554939346 7434037.561280438,336112.7644153647 7434027.134528674,336116.3645775263 7434014.730938405,336123.21167120605 7434001.6949785445,336126.3422604378 7433990.342347394,336131.4272326562 7433977.885962859,336135.7809046583 7433971.111943428,336141.722690913 7433955.736965368,336145.8308342912 7433946.134395041,336149.0801349409 7433936.536050415,336153.86961929174 7433924.63114319,336156.2302998012 7433912.387831816,336161.1677502303 7433904.405245621,336164.83321601676 7433894.406829294,336169.9422613176 7433880.97680123,336174.7483836711 7433867.8970370665,336181.7005056507 7433856.233426165,336187.5770417785 7433847.048303919,336192.54238636757 7433836.208310541,336195.224890446 7433825.185054267,336198.9549115412 7433814.978035504,336204.4976909462 7433806.641418295,336210.9898917335 7433792.535732811,336207.6204817393 7433791.310657478,336182.0343657554 7433792.042866836,336188.05314558896 7433770.68560135,336181.0018830312 7433764.838552212,336170.0815281725 7433764.527072461,336155.4105702891 7433763.986271355,336144.59635821445 7433763.616930862,336136.3944337799 7433765.360232849,336124.9925762691 7433770.687864557,336113.4406307483 7433779.443024265,336104.9520101659 7433789.434036955,336088.14719868836 7433813.463636916,336078.02008291136 7433828.406551722,336065.8476321766 7433844.97412246,336104.60396135104 7434041.937226251)))
1191;4.8334407571015734e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((331020.58580469846 7447369.317400516,330946.9511673091 7447427.498975371,330963.90166948846 7447453.9980214685,330987.80902807135 7447484.781383952,331002.6789344962 7447503.407436138,331029.37354089133 7447540.682257377,331048.01026795834 7447565.704061562,331072.40925910603 7447561.569401957,331086.7819867514 7447572.646566914,331111.25250512466 7447585.383200669,331133.1213155845 7447585.190788593,331163.2610691095 7447583.747080656,331200.5700022187 7447568.474566838,331230.66911530896 7447553.407447206,331250.42997551756 7447540.696490538,331264.85528244096 7447527.77873108,331281.52974656504 7447514.952711018,331263.77175885765 7447494.5591226695,331238.1192572474 7447468.923130298,331221.44017104624 7447449.663903557,331176.4524617554 7447393.655297244,331137.70276273444 7447345.250798704,331108.537185376 7447312.291251563,331076.3303685705 7447271.686306335,331047.66766608926 7447237.551312815,331026.7319182599 7447216.190202273,331016.78504102514 7447194.278450757,331012.73515659233 7447163.013288358,330981.3747037168 7447173.999110702,330982.91676060477 7447188.062587723,330982.3216338753 7447213.30879554,330986.25478829874 7447223.331584433,331024.43320004607 7447268.827912813,331048.3645637436 7447294.677314655,331074.3137005159 7447325.004255483,331112.7897967566 7447368.948436802,331146.2043309233 7447406.1778133325,331125.6998899089 7447399.860978289,331082.193107003 7447380.185251397,331020.58580469846 7447369.317400516)))
1192;5.097054783894757e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((328086.9901722892 7449506.789675701,328187.61062063626 7449184.984593556,327853.9618547249 7449102.342140416,328086.9901722892 7449506.789675701)))
1193;1.9384594193257824e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((349618.5013030969 7448863.995878916,349623.703399039 7448864.999591747,349628.15929903864 7448858.7279917225,349632.15589908377 7448858.861191738,349636.2418990646 7448860.0243917145,349643.5612990815 7448859.718991693,349654.4609991204 7448857.029991718,349660.1866990969 7448850.681291705,349672.31499911495 7448848.792891743,349677.1322991134 7448842.335691696,349689.054299082 7448840.764691671,349694.7642991229 7448833.275891729,349701.4735990288 7448831.058891683,349709.66138180846 7448833.000751957,349674.62699911767 7448743.240591673,349635.34149634384 7448746.191456629,349633.94109907956 7448742.439291725,349561.9858990289 7448549.645591725,349530.65829904715 7448556.123691744,349480.30179902917 7448400.774991766,349474.1831305637 7448405.087163862,349469.758203368 7448412.316680865,349486.4267990967 7448464.385391749,349502.82649904804 7448514.705891694,349529.49329908774 7448597.394891763,349543.78779912076 7448641.513791691,349556.5866990583 7448681.032491677,349567.10629906127 7448714.019191778,349589.73529909446 7448743.947991695,349593.16019909445 7448748.555991747,349598.59979907144 7448777.529491681,349592.8527990361 7448784.054491748,349618.5013030969 7448863.995878916)))
1194;6.23550506069906e-12;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((334279.95298540546 7437061.566088363,334216.8364106201 7437353.078353975,334151.4257155737 7437653.304021569,334206.80270533636 7437662.659269979,334239.8062510899 7437658.656625082,334266.3159298396 7437645.842436058,334282.9512349371 7437631.826044012,334332.7947445158 7437620.0904381545,334343.5055080745 7437076.473381348,334279.95298540546 7437061.566088363)))
1195;4.269611576356185e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((332834.74241743714 7434517.363144541,332208.0136903064 7434817.195511501,332243.0439622757 7434876.570094826,332833.80437842105 7434600.905547792,332834.74241743714 7434517.363144541)))
1205;3.735067882966547e-12;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((330585.0122268029 7447277.442356563,330871.8304594996 7447676.9488985,330875.24549598846 7447666.602502307,330884.71874418826 7447655.2313851155,330898.6568639624 7447637.898359273,330913.0952026809 7447624.943595592,330928.6019068697 7447614.733770389,330941.8792461242 7447607.231640134,330702.6166820895 7447279.865880497,330585.0122268029 7447277.442356563)))
