id;atribuicao;status;validacao;status_val;obs;area_km2;st_astext
2128;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7498301.9862726405,504688.646550982 7498301.9862726405,504688.646550982 7497901.9862726405,503988.646550982 7497901.9862726405,503988.646550982 7498301.9862726405)))
2129;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7498701.9862726405,504688.646550982 7498701.9862726405,504688.646550982 7498301.9862726405,503988.646550982 7498301.9862726405,503988.646550982 7498701.9862726405)))
2130;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7508701.9862726405,504688.646550982 7508701.9862726405,504688.646550982 7508301.9862726405,503988.646550982 7508301.9862726405,503988.646550982 7508701.9862726405)))
2131;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7509101.9862726405,504688.646550982 7509101.9862726405,504688.646550982 7508701.9862726405,503988.646550982 7508701.9862726405,503988.646550982 7509101.9862726405)))
2132;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7509501.9862726405,504688.646550982 7509501.9862726405,504688.646550982 7509101.9862726405,503988.646550982 7509101.9862726405,503988.646550982 7509501.9862726405)))
2133;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7509901.9862726405,504688.646550982 7509901.9862726405,504688.646550982 7509501.9862726405,503988.646550982 7509501.9862726405,503988.646550982 7509901.9862726405)))
2134;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7507101.9862726405,504688.646550982 7507101.9862726405,504688.646550982 7506701.9862726405,503988.646550982 7506701.9862726405,503988.646550982 7507101.9862726405)))
2135;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7507501.9862726405,504688.646550982 7507501.9862726405,504688.646550982 7507101.9862726405,503988.646550982 7507101.9862726405,503988.646550982 7507501.9862726405)))
2136;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7507901.9862726405,504688.646550982 7507901.9862726405,504688.646550982 7507501.9862726405,503988.646550982 7507501.9862726405,503988.646550982 7507901.9862726405)))
2137;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7508301.9862726405,504688.646550982 7508301.9862726405,504688.646550982 7507901.9862726405,503988.646550982 7507901.9862726405,503988.646550982 7508301.9862726405)))
2138;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7505501.9862726405,504688.646550982 7505501.9862726405,504688.646550982 7505101.9862726405,503988.646550982 7505101.9862726405,503988.646550982 7505501.9862726405)))
2139;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7505901.9862726405,504688.646550982 7505901.9862726405,504688.646550982 7505501.9862726405,503988.646550982 7505501.9862726405,503988.646550982 7505901.9862726405)))
2140;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7506301.9862726405,504688.646550982 7506301.9862726405,504688.646550982 7505901.9862726405,503988.646550982 7505901.9862726405,503988.646550982 7506301.9862726405)))
2141;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7506701.9862726405,504688.646550982 7506701.9862726405,504688.646550982 7506301.9862726405,503988.646550982 7506301.9862726405,503988.646550982 7506701.9862726405)))
2142;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7503901.9862726405,504688.646550982 7503901.9862726405,504688.646550982 7503501.9862726405,503988.646550982 7503501.9862726405,503988.646550982 7503901.9862726405)))
2143;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7504301.9862726405,504688.646550982 7504301.9862726405,504688.646550982 7503901.9862726405,503988.646550982 7503901.9862726405,503988.646550982 7504301.9862726405)))
2144;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7504701.9862726405,504688.646550982 7504701.9862726405,504688.646550982 7504301.9862726405,503988.646550982 7504301.9862726405,503988.646550982 7504701.9862726405)))
2145;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7505101.9862726405,504688.646550982 7505101.9862726405,504688.646550982 7504701.9862726405,503988.646550982 7504701.9862726405,503988.646550982 7505101.9862726405)))
2146;analista 3;finalizado;NULL;NULL;NULL;0.18055051524394847;MULTIPOLYGON(((504046.0965404674 7513332.891504308,504496.36201432516 7513380.294685608,504688.646550982 7513370.429409834,504688.646550982 7513101.9862726405,503988.646550982 7513101.9862726405,503988.646550982 7513335.621404541,504046.0965404674 7513332.891504308)))
2147;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7511901.9862726405,504688.646550982 7511901.9862726405,504688.646550982 7511501.9862726405,503988.646550982 7511501.9862726405,503988.646550982 7511901.9862726405)))
2148;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7512301.9862726405,504688.646550982 7512301.9862726405,504688.646550982 7511901.9862726405,503988.646550982 7511901.9862726405,503988.646550982 7512301.9862726405)))
2149;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7512701.9862726405,504688.646550982 7512701.9862726405,504688.646550982 7512301.9862726405,503988.646550982 7512301.9862726405,503988.646550982 7512701.9862726405)))
2150;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7513101.9862726405,504688.646550982 7513101.9862726405,504688.646550982 7512701.9862726405,503988.646550982 7512701.9862726405,503988.646550982 7513101.9862726405)))
2151;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7510301.9862726405,504688.646550982 7510301.9862726405,504688.646550982 7509901.9862726405,503988.646550982 7509901.9862726405,503988.646550982 7510301.9862726405)))
2152;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7510701.9862726405,504688.646550982 7510701.9862726405,504688.646550982 7510301.9862726405,503988.646550982 7510301.9862726405,503988.646550982 7510701.9862726405)))
2153;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7511101.9862726405,504688.646550982 7511101.9862726405,504688.646550982 7510701.9862726405,503988.646550982 7510701.9862726405,503988.646550982 7511101.9862726405)))
2154;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503988.646550982 7511501.9862726405,504688.646550982 7511501.9862726405,504688.646550982 7511101.9862726405,503988.646550982 7511101.9862726405,503988.646550982 7511501.9862726405)))
2155;analista 3;finalizado;NULL;NULL;NULL;0.020825584073202813;MULTIPOLYGON(((503981.10069162917 7495557.987435281,503941.0516357373 7495595.618667724,503936.62177347665 7495617.350310706,503943.26310526207 7495634.890186905,503970.8382224704 7495658.935706876,503973.9727883207 7495689.641967666,503950.13635615486 7495796.415836018,503877.87887689954 7495838.3602098655,503837.43691923097 7495875.869160594,503787.3352081279 7495892.7840827685,503702.385751768 7495893.243792418,503679.91538975073 7495901.9862726405,503988.646550982 7495901.9862726405,503988.646550982 7495553.930502054,503981.10069162917 7495557.987435281)))
2156;analista 3;finalizado;NULL;NULL;NULL;0.2451259796857893;MULTIPOLYGON(((503622.2732526927 7495924.412935941,503535.3218465491 7495990.546518421,503499.5590640805 7496000.591882726,503405.1891078499 7496004.450976303,503318.26109878934 7496066.920089416,503288.646550982 7496071.072836019,503288.646550982 7496301.9862726405,503988.646550982 7496301.9862726405,503988.646550982 7495901.9862726405,503679.91538975073 7495901.9862726405,503622.2732526927 7495924.412935941)))
2157;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7496701.9862726405,503988.646550982 7496701.9862726405,503988.646550982 7496301.9862726405,503288.646550982 7496301.9862726405,503288.646550982 7496701.9862726405)))
2158;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7497101.9862726405,503988.646550982 7497101.9862726405,503988.646550982 7496701.9862726405,503288.646550982 7496701.9862726405,503288.646550982 7497101.9862726405)))
2159;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7502301.9862726405,503988.646550982 7502301.9862726405,503988.646550982 7501901.9862726405,503288.646550982 7501901.9862726405,503288.646550982 7502301.9862726405)))
2160;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7502701.9862726405,503988.646550982 7502701.9862726405,503988.646550982 7502301.9862726405,503288.646550982 7502301.9862726405,503288.646550982 7502701.9862726405)))
2161;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7503101.9862726405,503988.646550982 7503101.9862726405,503988.646550982 7502701.9862726405,503288.646550982 7502701.9862726405,503288.646550982 7503101.9862726405)))
2162;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7503501.9862726405,503988.646550982 7503501.9862726405,503988.646550982 7503101.9862726405,503288.646550982 7503101.9862726405,503288.646550982 7503501.9862726405)))
2163;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7500701.9862726405,503988.646550982 7500701.9862726405,503988.646550982 7500301.9862726405,503288.646550982 7500301.9862726405,503288.646550982 7500701.9862726405)))
2164;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7501101.9862726405,503988.646550982 7501101.9862726405,503988.646550982 7500701.9862726405,503288.646550982 7500701.9862726405,503288.646550982 7501101.9862726405)))
2165;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7501501.9862726405,503988.646550982 7501501.9862726405,503988.646550982 7501101.9862726405,503288.646550982 7501101.9862726405,503288.646550982 7501501.9862726405)))
2166;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7501901.9862726405,503988.646550982 7501901.9862726405,503988.646550982 7501501.9862726405,503288.646550982 7501501.9862726405,503288.646550982 7501901.9862726405)))
2167;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7499101.9862726405,503988.646550982 7499101.9862726405,503988.646550982 7498701.9862726405,503288.646550982 7498701.9862726405,503288.646550982 7499101.9862726405)))
2168;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7499501.9862726405,503988.646550982 7499501.9862726405,503988.646550982 7499101.9862726405,503288.646550982 7499101.9862726405,503288.646550982 7499501.9862726405)))
2169;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7499901.9862726405,503988.646550982 7499901.9862726405,503988.646550982 7499501.9862726405,503288.646550982 7499501.9862726405,503288.646550982 7499901.9862726405)))
2170;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7500301.9862726405,503988.646550982 7500301.9862726405,503988.646550982 7499901.9862726405,503288.646550982 7499901.9862726405,503288.646550982 7500301.9862726405)))
2171;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7497501.9862726405,503988.646550982 7497501.9862726405,503988.646550982 7497101.9862726405,503288.646550982 7497101.9862726405,503288.646550982 7497501.9862726405)))
2172;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7497901.9862726405,503988.646550982 7497901.9862726405,503988.646550982 7497501.9862726405,503288.646550982 7497501.9862726405,503288.646550982 7497901.9862726405)))
2173;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7498301.9862726405,503988.646550982 7498301.9862726405,503988.646550982 7497901.9862726405,503288.646550982 7497901.9862726405,503288.646550982 7498301.9862726405)))
2174;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((503288.646550982 7498701.9862726405,503988.646550982 7498701.9862726405,503988.646550982 7498301.9862726405,503288.646550982 7498301.9862726405,503288.646550982 7498701.9862726405)))
2175;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7508701.9862726405,505388.646550982 7508701.9862726405,505388.646550982 7508301.9862726405,504688.646550982 7508301.9862726405,504688.646550982 7508701.9862726405)))
2176;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7509101.9862726405,505388.646550982 7509101.9862726405,505388.646550982 7508701.9862726405,504688.646550982 7508701.9862726405,504688.646550982 7509101.9862726405)))
2177;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7509501.9862726405,505388.646550982 7509501.9862726405,505388.646550982 7509101.9862726405,504688.646550982 7509101.9862726405,504688.646550982 7509501.9862726405)))
2178;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7509901.9862726405,505388.646550982 7509901.9862726405,505388.646550982 7509501.9862726405,504688.646550982 7509501.9862726405,504688.646550982 7509901.9862726405)))
2179;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7507101.9862726405,505388.646550982 7507101.9862726405,505388.646550982 7506701.9862726405,504688.646550982 7506701.9862726405,504688.646550982 7507101.9862726405)))
2180;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7507501.9862726405,505388.646550982 7507501.9862726405,505388.646550982 7507101.9862726405,504688.646550982 7507101.9862726405,504688.646550982 7507501.9862726405)))
2181;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7507901.9862726405,505388.646550982 7507901.9862726405,505388.646550982 7507501.9862726405,504688.646550982 7507501.9862726405,504688.646550982 7507901.9862726405)))
2182;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7508301.9862726405,505388.646550982 7508301.9862726405,505388.646550982 7507901.9862726405,504688.646550982 7507901.9862726405,504688.646550982 7508301.9862726405)))
2183;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7505501.9862726405,505388.646550982 7505501.9862726405,505388.646550982 7505101.9862726405,504688.646550982 7505101.9862726405,504688.646550982 7505501.9862726405)))
2184;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7505901.9862726405,505388.646550982 7505901.9862726405,505388.646550982 7505501.9862726405,504688.646550982 7505501.9862726405,504688.646550982 7505901.9862726405)))
2185;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7506301.9862726405,505388.646550982 7506301.9862726405,505388.646550982 7505901.9862726405,504688.646550982 7505901.9862726405,504688.646550982 7506301.9862726405)))
2186;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7506701.9862726405,505388.646550982 7506701.9862726405,505388.646550982 7506301.9862726405,504688.646550982 7506301.9862726405,504688.646550982 7506701.9862726405)))
2187;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7503901.9862726405,505388.646550982 7503901.9862726405,505388.646550982 7503501.9862726405,504688.646550982 7503501.9862726405,504688.646550982 7503901.9862726405)))
2188;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7504301.9862726405,505388.646550982 7504301.9862726405,505388.646550982 7503901.9862726405,504688.646550982 7503901.9862726405,504688.646550982 7504301.9862726405)))
2189;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7504701.9862726405,505388.646550982 7504701.9862726405,505388.646550982 7504301.9862726405,504688.646550982 7504301.9862726405,504688.646550982 7504701.9862726405)))
2190;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7505101.9862726405,505388.646550982 7505101.9862726405,505388.646550982 7504701.9862726405,504688.646550982 7504701.9862726405,504688.646550982 7505101.9862726405)))
2230;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7495501.9862726405,506088.646550982 7495501.9862726405,506088.646550982 7495101.9862726405,505388.646550982 7495101.9862726405,505388.646550982 7495501.9862726405)))
2191;analista 3;finalizado;NULL;NULL;NULL;0.18413460742581975;MULTIPOLYGON(((504694.8572126186 7513370.11076804,505040.31521560845 7513387.100893395,505170.4864066603 7513375.724723743,505240.534293831 7513341.846824825,505343.1489953702 7513312.58219723,505388.646550982 7513306.1234563235,505388.646550982 7513101.9862726405,504688.646550982 7513101.9862726405,504688.646550982 7513370.429409834,504694.8572126186 7513370.11076804)))
2192;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7511901.9862726405,505388.646550982 7511901.9862726405,505388.646550982 7511501.9862726405,504688.646550982 7511501.9862726405,504688.646550982 7511901.9862726405)))
2193;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7512301.9862726405,505388.646550982 7512301.9862726405,505388.646550982 7511901.9862726405,504688.646550982 7511901.9862726405,504688.646550982 7512301.9862726405)))
2194;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7512701.9862726405,505388.646550982 7512701.9862726405,505388.646550982 7512301.9862726405,504688.646550982 7512301.9862726405,504688.646550982 7512701.9862726405)))
2195;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7513101.9862726405,505388.646550982 7513101.9862726405,505388.646550982 7512701.9862726405,504688.646550982 7512701.9862726405,504688.646550982 7513101.9862726405)))
2196;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7510301.9862726405,505388.646550982 7510301.9862726405,505388.646550982 7509901.9862726405,504688.646550982 7509901.9862726405,504688.646550982 7510301.9862726405)))
2197;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7510701.9862726405,505388.646550982 7510701.9862726405,505388.646550982 7510301.9862726405,504688.646550982 7510301.9862726405,504688.646550982 7510701.9862726405)))
2198;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7511101.9862726405,505388.646550982 7511101.9862726405,505388.646550982 7510701.9862726405,504688.646550982 7510701.9862726405,504688.646550982 7511101.9862726405)))
2199;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7511501.9862726405,505388.646550982 7511501.9862726405,505388.646550982 7511101.9862726405,504688.646550982 7511101.9862726405,504688.646550982 7511501.9862726405)))
2200;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7495901.9862726405,505388.646550982 7495901.9862726405,505388.646550982 7495501.9862726405,504688.646550982 7495501.9862726405,504688.646550982 7495901.9862726405)))
2201;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7496301.9862726405,505388.646550982 7496301.9862726405,505388.646550982 7495901.9862726405,504688.646550982 7495901.9862726405,504688.646550982 7496301.9862726405)))
2202;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7496701.9862726405,505388.646550982 7496701.9862726405,505388.646550982 7496301.9862726405,504688.646550982 7496301.9862726405,504688.646550982 7496701.9862726405)))
2203;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7497101.9862726405,505388.646550982 7497101.9862726405,505388.646550982 7496701.9862726405,504688.646550982 7496701.9862726405,504688.646550982 7497101.9862726405)))
2204;analista 3;finalizado;NULL;NULL;NULL;0.0561492843697102;MULTIPOLYGON(((505360.1477555328 7494537.319077665,505173.04942877777 7494557.514878967,505106.89545053575 7494588.031048887,505048.65282502456 7494638.243816802,504995.6156775465 7494658.944378395,504916.5550289869 7494654.800581191,504866.3435804339 7494670.220852086,504839.4129906872 7494701.9862726405,505388.646550982 7494701.9862726405,505388.646550982 7494536.919255624,505360.1477555328 7494537.319077665)))
2205;analista 3;finalizado;NULL;NULL;NULL;0.2720509310668726;MULTIPOLYGON(((504796.63460851286 7494752.444629222,504762.4988206547 7494765.360564158,504688.646550982 7494772.038400126,504688.646550982 7495101.9862726405,505388.646550982 7495101.9862726405,505388.646550982 7494701.9862726405,504839.4129906872 7494701.9862726405,504796.63460851286 7494752.444629222)))
2206;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7495501.9862726405,505388.646550982 7495501.9862726405,505388.646550982 7495101.9862726405,504688.646550982 7495101.9862726405,504688.646550982 7495501.9862726405)))
2207;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7502301.9862726405,505388.646550982 7502301.9862726405,505388.646550982 7501901.9862726405,504688.646550982 7501901.9862726405,504688.646550982 7502301.9862726405)))
2208;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7502701.9862726405,505388.646550982 7502701.9862726405,505388.646550982 7502301.9862726405,504688.646550982 7502301.9862726405,504688.646550982 7502701.9862726405)))
2209;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7503101.9862726405,505388.646550982 7503101.9862726405,505388.646550982 7502701.9862726405,504688.646550982 7502701.9862726405,504688.646550982 7503101.9862726405)))
2210;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7503501.9862726405,505388.646550982 7503501.9862726405,505388.646550982 7503101.9862726405,504688.646550982 7503101.9862726405,504688.646550982 7503501.9862726405)))
2211;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7500701.9862726405,505388.646550982 7500701.9862726405,505388.646550982 7500301.9862726405,504688.646550982 7500301.9862726405,504688.646550982 7500701.9862726405)))
2212;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7501101.9862726405,505388.646550982 7501101.9862726405,505388.646550982 7500701.9862726405,504688.646550982 7500701.9862726405,504688.646550982 7501101.9862726405)))
2213;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7501501.9862726405,505388.646550982 7501501.9862726405,505388.646550982 7501101.9862726405,504688.646550982 7501101.9862726405,504688.646550982 7501501.9862726405)))
2214;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7501901.9862726405,505388.646550982 7501901.9862726405,505388.646550982 7501501.9862726405,504688.646550982 7501501.9862726405,504688.646550982 7501901.9862726405)))
2215;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7499101.9862726405,505388.646550982 7499101.9862726405,505388.646550982 7498701.9862726405,504688.646550982 7498701.9862726405,504688.646550982 7499101.9862726405)))
2216;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7499501.9862726405,505388.646550982 7499501.9862726405,505388.646550982 7499101.9862726405,504688.646550982 7499101.9862726405,504688.646550982 7499501.9862726405)))
2217;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7499901.9862726405,505388.646550982 7499901.9862726405,505388.646550982 7499501.9862726405,504688.646550982 7499501.9862726405,504688.646550982 7499901.9862726405)))
2218;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7500301.9862726405,505388.646550982 7500301.9862726405,505388.646550982 7499901.9862726405,504688.646550982 7499901.9862726405,504688.646550982 7500301.9862726405)))
2219;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7497501.9862726405,505388.646550982 7497501.9862726405,505388.646550982 7497101.9862726405,504688.646550982 7497101.9862726405,504688.646550982 7497501.9862726405)))
2220;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7497901.9862726405,505388.646550982 7497901.9862726405,505388.646550982 7497501.9862726405,504688.646550982 7497501.9862726405,504688.646550982 7497901.9862726405)))
2221;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7498301.9862726405,505388.646550982 7498301.9862726405,505388.646550982 7497901.9862726405,504688.646550982 7497901.9862726405,504688.646550982 7498301.9862726405)))
2222;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((504688.646550982 7498701.9862726405,505388.646550982 7498701.9862726405,505388.646550982 7498301.9862726405,504688.646550982 7498301.9862726405,504688.646550982 7498701.9862726405)))
2223;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7495901.9862726405,506088.646550982 7495901.9862726405,506088.646550982 7495501.9862726405,505388.646550982 7495501.9862726405,505388.646550982 7495901.9862726405)))
2224;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7496301.9862726405,506088.646550982 7496301.9862726405,506088.646550982 7495901.9862726405,505388.646550982 7495901.9862726405,505388.646550982 7496301.9862726405)))
2225;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7496701.9862726405,506088.646550982 7496701.9862726405,506088.646550982 7496301.9862726405,505388.646550982 7496301.9862726405,505388.646550982 7496701.9862726405)))
2226;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7497101.9862726405,506088.646550982 7497101.9862726405,506088.646550982 7496701.9862726405,505388.646550982 7496701.9862726405,505388.646550982 7497101.9862726405)))
2227;analista 3;finalizado;NULL;NULL;NULL;0.01647415609344294;MULTIPOLYGON(((506027.5134714952 7494133.430441458,506020.1069933488 7494230.185806906,505996.89888832875 7494259.311932673,505915.89771640074 7494283.685898304,505895.607885381 7494301.9862726405,506088.646550982 7494301.9862726405,506088.646550982 7494091.025145267,506027.5134714952 7494133.430441458)))
2228;analista 3;finalizado;NULL;NULL;NULL;0.21258696744130495;MULTIPOLYGON(((505853.37186090456 7494340.08097425,505816.8213720993 7494358.103018062,505724.80300635326 7494359.523339072,505686.029909113 7494376.223207006,505636.81901337806 7494416.275505759,505632.47246297164 7494423.259417135,505599.06933890993 7494476.930428835,505555.2586249514 7494517.1083321925,505499.46643822896 7494535.364515052,505388.646550982 7494536.919255624,505388.646550982 7494701.9862726405,506088.646550982 7494701.9862726405,506088.646550982 7494301.9862726405,505895.607885381 7494301.9862726405,505853.37186090456 7494340.08097425)))
2229;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7495101.9862726405,506088.646550982 7495101.9862726405,506088.646550982 7494701.9862726405,505388.646550982 7494701.9862726405,505388.646550982 7495101.9862726405)))
2231;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7502301.9862726405,506088.646550982 7502301.9862726405,506088.646550982 7501901.9862726405,505388.646550982 7501901.9862726405,505388.646550982 7502301.9862726405)))
2232;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7502701.9862726405,506088.646550982 7502701.9862726405,506088.646550982 7502301.9862726405,505388.646550982 7502301.9862726405,505388.646550982 7502701.9862726405)))
2233;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7503101.9862726405,506088.646550982 7503101.9862726405,506088.646550982 7502701.9862726405,505388.646550982 7502701.9862726405,505388.646550982 7503101.9862726405)))
2234;analista 3;finalizado;NULL;NULL;NULL;0.28;MULTIPOLYGON(((505388.646550982 7503501.9862726405,506088.646550982 7503501.9862726405,506088.646550982 7503101.9862726405,505388.646550982 7503101.9862726405,505388.646550982 7503501.9862726405)))
