id;idproject;area_km2;municipio;cod_estado;cod_class;class;obs;geom
218;1;0.09003692706550437;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((333417.07595839945 7441680.544771586,333396.98068557435 7441708.731009815,333373.5950256451 7441736.334213374,333353.83565388655 7441783.646751455,333332.54987760866 7441820.015210797,333316.8312230171 7441849.889549164,333307.2138977993 7441874.6416291,333307.43711857987 7441903.874423167,333338.7106825467 7441908.047959785,333367.38858836825 7441911.157687006,333414.9930464091 7441916.5480383495,333450.2404432039 7441909.292059944,333467.33298001625 7441904.019043946,333488.05210585846 7441918.455448031,333502.72168967716 7441933.370759658,333512.5288342633 7441940.855980551,333516.19505620317 7441957.014541815,333517.5692688119 7441981.616216736,333519.5355233486 7442002.39997684,333531.31813048973 7442029.849559536,333535.9218875923 7442060.497374522,333541.2942539505 7442071.484585343,333546.64227704593 7442084.657000408,333551.4713345153 7442095.091801242,333555.2076576331 7442104.968062339,333567.74679784547 7442113.8496778,333591.12818634347 7442135.96493835,333784.97759832005 7441949.080875201,333417.07595839945 7441680.544771586)))
219;1;0.009806863566427038;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((345179.18833426066 7447667.491357575,345101.9682984321 7447709.681352127,345087.6283117207 7447719.261366629,345078.5183134085 7447724.131346775,345033.2183013734 7447744.281346992,345035.3382987722 7447749.921348752,345045.6183113995 7447768.341342262,345050.7583132958 7447774.201343027,345056.9983158582 7447778.711366999,345063.468319213 7447778.991366627,345070.0783190395 7447775.341345229,345083.9782919955 7447769.381355768,345090.2483122775 7447777.271352198,345110.0983087189 7447792.001348262,345191.2583074991 7447726.011334553,345206.5882882456 7447714.731335556,345202.4182958879 7447708.631332455,345189.2683304787 7447694.101342618,345187.9883237473 7447688.01134342,345178.46832114295 7447679.031359496,345175.2883169431 7447673.291335855,345179.18833426066 7447667.491357575)))
220;1;0.0418286624200483;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((338920.36588965997 7439856.164914895,338908.4400626101 7439841.286866015,338884.222832865 7439845.395570548,338853.41375069966 7439849.433052286,338811.57104757725 7439857.721460767,338783.07721531787 7439850.858387494,338752.2680799661 7439854.895664681,338717.52512737666 7439867.084439404,338715.45210618945 7439906.393660994,338711.7370142819 7439945.138962761,338708.70701924845 7439971.327423345,338767.4906378845 7439971.416388245,338815.0281666664 7439995.419789404,338815.0576653066 7439992.688727082,338759.01970719185 7439891.022572007,338768.4466966444 7439882.930344522,338835.47117695195 7439984.715063743,338851.96349477675 7440034.604343791,338893.31629819097 7440020.847627823,338891.4265497695 7440043.224597107,338927.605472348 7440050.716745155,338973.6546325957 7440059.9541460425,338976.8857655839 7440065.998070551,339050.63112189306 7440054.229207705,338920.36588965997 7439856.164914895)))
221;1;0.04834099756894013;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((350362.27699999476 7446033.512999998,350344.02299999853 7446053.890999997,350233.9299999998 7446166.762999995,350357.8720000037 7446375.619999997,350458.82799999474 7446357.155000007,350493.5359999992 7446345.645,350467.975444136 7446291.818949605,350466.16300000413 7446219.417999996,350450.843999999 7446187.465000003,350362.27699999476 7446033.512999998)))
222;1;0.025542214904948426;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((339484.8663314568 7431212.825529939,339362.9064662495 7431110.855347491,339346.6411453815 7431101.921198585,339314.2148484077 7431117.181774279,339289.59973965224 7431116.638623837,339256.2967141011 7431106.583682511,339226.8992164524 7431133.48549941,339293.9219208652 7431135.541277712,339481.6457143411 7431407.860655685,339472.30923833314 7431344.954590838,339492.91185306455 7431236.249074997,339484.8663314568 7431212.825529939)))
223;1;0.02420000922187702;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((332598.3699856418 7452230.840010217,332198.10628754226 7452311.449267596,332194.55883811216 7452347.610903271,332195.9096553221 7452359.51144022,332199.7517848915 7452370.195089502,332613.6909247156 7452286.831713615,332598.3699856418 7452230.840010217)))
224;1;0.07188058902591808;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((333912.5603599908 7440724.4051108435,333892.71032220824 7440730.74005617,333869.97619894455 7440734.271896973,333851.2188287767 7440741.165292842,333828.6332057475 7440746.377008565,333806.6228472645 7440749.410072464,333725.08925388556 7440767.1162585355,333727.4409960251 7440811.722204007,333767.32179598487 7440824.910080206,334278.33238444093 7441019.619398657,334314.6923086911 7440911.85075356,333912.5603599908 7440724.4051108435)))
225;1;0.0795499458667722;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((348349.65743263985 7450108.199117656,348346.2896934934 7450169.385901127,348350.95478739816 7450197.310536389,348362.58881887124 7450242.797503974,348367.65437658824 7450285.485049659,348665.4568316339 7450409.844552571,348727.0623042146 7450433.69777259,348785.3255140889 7450461.890246856,348798.1447638247 7450444.527554646,348811.897987464 7450443.573018845,348813.6903716352 7450429.37886588,348799.975751056 7450426.507423008,348774.20831148425 7450365.025742645,348759.6756240871 7450334.268336261,348740.23446032626 7450299.635106893,348722.3431467253 7450274.856698591,348694.51901557145 7450253.80437072,348654.15716284874 7450222.239702472,348609.4477274732 7450185.711525632,348594.1657785368 7450174.761498593,348582.1598169034 7450166.031023029,348555.9270980948 7450150.734106949,348517.0877872266 7450131.756743031,348475.96698435524 7450120.955435524,348450.17638537206 7450116.3217796935,348429.2941991878 7450115.564012008,348400.61150698917 7450125.112986002,348349.65743263985 7450108.199117656)))
226;1;0.055153203081134604;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((333713.10924286663 7440805.861747783,333712.5288824961 7440881.344671465,334056.2405452306 7441015.602109018,334045.13565108506 7441034.989935584,334173.55138564203 7441133.471414564,334183.17934910406 7441142.114888625,334199.5655614255 7441148.567602845,334262.47309111 7441167.74245557,334296.02754606993 7441107.695551971,334283.3357427617 7441055.922091528,334235.45087224327 7441014.820763176,333990.93276624643 7440922.32314103,333992.5957596204 7440914.038828661,333713.10924286663 7440805.861747783)))
227;1;0.09334676595439388;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((330971.34127301944 7447615.570368519,330955.25412694854 7447628.50656037,330931.28709190525 7447657.751065946,330912.8841074526 7447681.046076149,330901.59535037726 7447707.154340614,330890.8932169417 7447729.989793321,331107.49464234675 7447971.837874922,331127.9420952901 7447962.229899489,331391.8036754885 7448254.896595702,331478.4031439214 7448179.894531553,331234.0879676228 7447908.767930325,330971.34127301944 7447615.570368519)))
228;1;0.04305772914910406;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((335645.73402844346 7440479.802932369,335454.3433872874 7440497.361227491,335304.7107080142 7440614.259561658,335323.66095517133 7440639.598871144,335356.1042114969 7440686.939470049,335420.19399871223 7440654.594305368,335483.60194758454 7440634.26044682,335660.6088056294 7440625.830366068,335650.3394516542 7440610.420673238,335639.7312785862 7440575.88650962,335642.35573214665 7440537.127681146,335657.0598799225 7440499.048262107,335655.0308779989 7440483.729421003,335645.73402844346 7440479.802932369)))
229;1;0.08203200698730605;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((346397.14154167415 7445791.8174885195,346124.13282122696 7446249.531423707,346228.8206613618 7446323.907512205,346273.6127425727 7446335.320541078,346517.625417826 7445829.0864079045,346397.14154167415 7445791.8174885195)))
230;1;0.09678107395042566;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((348435.90275343653 7450994.312930703,348418.295482618 7450995.774873418,348399.50038782135 7451005.971133979,348385.6636913107 7451015.124210365,348369.6502603034 7451022.068693999,348337.47959753044 7451050.16898923,348834.4754072024 7451604.825599987,348973.65143677895 7451542.267905701,348435.90275343653 7450994.312930703)))
231;1;0.07439632568233852;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((337267.2600249369 7452845.708624059,336988.842148832 7452964.064778153,337116.067786213 7453223.787197288,337161.058950956 7453213.886797596,337210.4812585858 7453201.027294232,337252.5803931786 7453178.930197464,337279.87461980514 7453162.4818036165,337298.27108861494 7453155.231792618,337283.9481025729 7452992.828559773,337267.2600249369 7452845.708624059)))
232;1;0.06985394266766483;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((334066.1454399214 7436308.8031951655,334065.4633570998 7436345.388174662,334065.74192009046 7436369.695350337,334068.0369623569 7436385.559540138,334064.03441806545 7436399.715130694,334055.4305372733 7436407.811718224,334043.29635790735 7436412.31893852,334032.72158137837 7436424.762860331,334023.21173955285 7436440.222540231,334020.3288428502 7436452.479078159,334008.03424051777 7436496.035185395,334379.7951827295 7436653.098458085,334389.3642130176 7436459.316178765,334066.1454399214 7436308.8031951655)))
233;1;0.0713499630682648;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((345910.9024115009 7443393.90400641,345910.3235201156 7443423.402502685,345909.15640673053 7443443.333348009,345906.3409821238 7443463.2471981365,345897.5838661154 7443486.514724476,345886.6402644268 7443508.666943235,345995.15788750746 7443562.784730638,346021.9820007394 7443572.622833654,346291.9721552276 7443634.684690641,346309.78973060613 7443638.692618274,346354.66482236376 7443629.865431347,346369.8306544079 7443624.557469798,346377.74022905284 7443616.852778051,346383.88656970114 7443606.944424978,346427.4214062521 7443501.256956065,346270.7504297922 7443480.863195134,346040.14694562287 7443436.214445076,346004.0783609239 7443416.992745357,345966.06431873236 7443399.936438398,345910.9024115009 7443393.90400641)))
234;1;0.057036166801490096;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327299.008771925 7431435.876031656,327290.71933401725 7431440.420757762,327283.0369067856 7431451.7975637,327276.45255237934 7431463.187126085,327226.2621278431 7431529.489487647,327195.03054693044 7431570.896017432,327170.13499359775 7431610.465228597,327154.83007742534 7431628.032612713,327145.1964380875 7431630.104661286,327128.93619409885 7431635.375720764,327110.40041591425 7431647.445430968,327110.7780284341 7431756.6522236345,327244.26778318535 7431728.445958577,327250.39969050314 7431767.830150254,327470.30067123706 7431746.085599247,327457.7897504198 7431593.87672149,327262.6187090237 7431637.748340616,327264.46561611025 7431620.57051651,327268.3920349053 7431601.642355898,327272.3184538046 7431582.714195236,327278.9843939742 7431552.488263713,327285.7289042499 7431527.313872425,327290.2804272651 7431501.841004573,327295.0468655949 7431469.682194946,327299.008771925 7431435.876031656)))
235;1;0.0651438671631551;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((334007.39986346604 7436503.674418271,334002.2427050329 7436572.160757797,333998.6980145378 7436594.514129467,333990.7109531847 7436621.187393045,333972.57336450124 7436671.50601303,334368.930464617 7436815.190680069,334380.0273016506 7436656.924219249,334007.39986346604 7436503.674418271)))
236;1;0.04151537227316096;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((341185.24365249986 7444377.269436246,341183.46419812937 7444648.281008601,341205.391624916 7444653.431816234,341221.841554716 7444656.885120967,341233.8839564916 7444661.384486687,341252.4796620478 7444669.778481007,341268.87741880555 7444678.149123948,341285.88267738954 7444681.061817268,341387.3935693997 7444436.790264545,341185.24365249986 7444377.269436246)))
237;1;0.0293212149331864;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327508.2571923977 7432237.399053551,327350.0282801881 7432244.026616592,327363.60374139756 7432304.520727046,327365.1717332044 7432311.364341097,327368.34257374215 7432322.048796774,327369.6043527153 7432331.619033672,327370.6169456864 7432339.002247046,327371.3518371248 7432346.655258087,327374.2196428499 7432359.793376783,327375.7432928664 7432370.45874653,327378.3080604675 7432386.050529043,327379.8412216732 7432395.896972386,327381.27671814774 7432402.329560953,327381.8886085156 7432408.752591424,327382.6203438662 7432416.67861842,327383.3679201305 7432423.239740074,327384.0141232747 7432438.536290849,327385.2981030316 7432446.195722822,327385.47126686876 7432454.9343445925,327389.0339058932 7432455.521726041,327398.9172204916 7432455.636413533,327409.35594263533 7432455.211500562,327422.55269717076 7432453.726503372,327432.9977501044 7432452.755609308,327445.1153538346 7432449.61995868,327457.2392849169 7432445.938334818,327465.49437131244 7432444.395977665,327474.3365232918 7432439.5841996595,327484.80055676587 7432436.975379029,327496.9561242261 7432430.563908415,327506.347328427 7432425.758484967,327518.5155384238 7432418.255076352,327517.8280482312 7432406.507320309,327515.96098353004 7432378.091811135,327514.8099018886 7432358.967241899,327513.6113400562 7432343.937400387,327512.03466261947 7432314.160292542,327510.7610212641 7432281.929614091,327508.2571923977 7432237.399053551)))
238;1;0.05762622331524201;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327778.20399296586 7429248.037470387,327404.93569159147 7429430.95731079,327451.96541065536 7429565.256758461,327646.6461968939 7429466.518511597,327841.6266803647 7429365.600176882,327826.9376807793 7429353.965508911,327812.3119773367 7429336.87232604,327802.0526467187 7429322.013457067,327794.5381160985 7429307.186414878,327789.25739219086 7429289.109745583,327782.92307389335 7429267.199428093,327778.20399296586 7429248.037470387)))
239;1;0.08961236260190851;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((334383.5470210068 7432340.793338418,334428.50587581843 7432356.33379475,334390.70123257313 7432430.679175217,334364.16161722713 7432471.113886951,334291.27911071794 7432506.448078157,334248.21762832307 7432508.463707913,334228.0723300668 7432538.804757085,334163.09240517765 7432638.994710835,334111.41355783126 7432721.128734037,334175.9815175496 7432691.141993597,334252.578072527 7432669.771739912,334375.9511239015 7432605.588261498,334520.1285157533 7432556.525428615,334660.28975511907 7432577.085238589,334673.49857653334 7432475.57965172,334621.58825549495 7432427.432465816,334533.4981406804 7432306.865225258,334383.5470210068 7432340.793338418)))
240;1;0.027237440490668497;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327420.0656901132 7454136.197903514,327421.73691525974 7454134.016091917,327420.7257229263 7454132.86044354,327416.3022161232 7454129.9799899645,327412.0011029752 7454127.548926012,327403.6793840798 7454123.154310416,327392.27208402054 7454118.292182516,327374.880626536 7454112.027517725,327354.21658298373 7454106.884882449,327342.2482681593 7454104.173311132,327327.5216307837 7454101.485115411,327319.94793155853 7454100.316334661,327307.616638086 7454098.479904343,327304.1658365166 7454103.080288501,327260.57603972254 7454163.185743521,327251.37886170024 7454175.867623484,327238.8709237013 7454193.114671178,327228.28909019614 7454207.705836202,327201.6164991688 7454247.782685228,327188.42551133793 7454267.913267719,327172.9049492817 7454291.598980941,327164.1217853816 7454305.002844825,327152.5360739842 7454322.683637364,327148.43434416526 7454329.124619512,327160.9612477314 7454329.415942855,327174.0515920666 7454329.041933015,327197.43820724485 7454334.51457697,327217.81074313604 7454339.888218323,327236.77825163445 7454346.27188977,327251.1387712602 7454327.9386227885,327271.4933281485 7454302.438686181,327304.69892306067 7454264.755879781,327316.776341263 7454250.121166198,327330.41357611795 7454234.318319906,327368.3005158573 7454192.755944603,327392.51098168024 7454167.152569281,327420.0656901132 7454136.197903514)))
241;1;0.018636396425084006;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((332909.83508549945 7441455.167326288,332922.11261009856 7441461.778663399,332939.0081353543 7441405.012559628,332892.5312608341 7441377.206790724,332814.9192792034 7441336.083332059,332756.62369620876 7441305.961930732,332751.1573148693 7441316.8840261325,332725.3742853266 7441303.208723612,332688.43110443745 7441280.653299345,332660.2238856262 7441265.86512615,332618.03765810304 7441272.402189476,332604.585953245 7441293.691707208,332649.8426030811 7441314.286308026,332747.7627801372 7441364.8226545295,332798.7575671982 7441393.951052127,332821.194737574 7441406.79530203,332859.95923863514 7441427.445364526,332887.0846392134 7441446.139720819,332909.83508549945 7441455.167326288)))
242;1;0.06610626369123782;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((332374.5350199429 7435826.911513937,332378.2118892323 7435939.45916265,332975.9003317045 7436126.948323825,332983.6870219188 7436118.297159243,332988.697119326 7436112.345636573,332993.8480105669 7436093.834176159,332989.6013794008 7436080.678911321,332989.748303846 7436067.5729107,332994.8134783964 7436056.706662193,333000.4523246945 7436043.662247638,332993.47811062034 7436028.837999481,332374.5350199429 7435826.911513937)))
243;1;0.020031523062857187;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327730.023125684 7452856.238747502,327691.84804328566 7452972.2637824565,327847.29253118543 7453131.520418882,327880.55206631985 7453108.390199474,327811.6454527571 7453027.223009684,327849.4288704202 7452993.20936244,327730.023125684 7452856.238747502)))
244;1;0.02302615375278023;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((328117.30177587736 7453139.712476051,328063.88535337034 7453194.325846761,328076.7056488871 7453227.279827907,328084.1153033491 7453252.516876109,328088.3136237317 7453270.062153215,328103.4335762985 7453294.293985965,328121.92773444986 7453312.003005597,328179.55976674164 7453369.528960463,328267.93512639473 7453287.428337584,328117.30177587736 7453139.712476051)))
245;1;0.023115101046398214;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((328060.40978171746 7453200.971719074,328010.01214308006 7453256.029840298,327983.0138287564 7453284.631866609,327972.9973751279 7453294.940230442,327961.5765621865 7453307.829745684,328082.1032323778 7453455.477417093,328171.8339002506 7453375.169398414,328160.81697720557 7453364.790953891,328149.12372290215 7453353.447880842,328138.23959656956 7453343.48104476,328127.3648745745 7453332.694129163,328116.4807775705 7453322.727288701,328104.2440116991 7453310.831193641,328095.0219825526 7453299.789805608,328087.45887254097 7453287.947236093,328084.0834396605 7453282.57739315,328081.53589390166 7453276.9436380025,328076.4658587122 7453263.489270877,328073.0359490507 7453250.873879913,328069.36557077 7453235.248418239,328065.95759390015 7453220.719548542,328060.40978171746 7453200.971719074)))
246;1;0.05169223435003022;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((327981.53475849546 7447520.3028334435,327970.9747720944 7447529.992806618,327958.2957445907 7447533.153772308,327946.1156323273 7447540.665955098,327810.4054336584 7447582.804816242,327649.3458212007 7447630.172081305,327841.1683133247 7447728.004401867,327876.71151343675 7447744.291291891,327911.6612307313 7447764.370219401,327980.9642158486 7447808.865961482,328027.8240150951 7447749.279967694,327981.53475849546 7447520.3028334435)))
247;1;0.022002557593316967;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((344590.26727147435 7446523.763127854,344587.16668553656 7446518.089910081,344607.7224716709 7446508.258122971,344765.39947363397 7446390.685124925,344735.7255234367 7446333.454534105,344562.81091160874 7446412.274480395,344521.4769272313 7446431.307927659,344531.3560776225 7446447.769292405,344538.91027684195 7446472.931706956,344539.40508885356 7446483.905889085,344546.444517564 7446509.642095138,344556.5660995968 7446542.69928508,344590.26727147435 7446523.763127854)))
248;1;0.0362171390373681;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((331612.28087257507 7447449.057383591,331582.8548516273 7447511.7184935175,331567.5830075448 7447543.862623857,331552.6136442425 7447573.550593998,331639.39742138004 7447665.1212093355,331682.78624001 7447711.179737166,331724.2667266885 7447755.850348838,331744.5184569275 7447739.134024741,331748.86326571595 7447743.828751294,331751.8386188653 7447748.098157413,331757.01247601514 7447752.392266083,331762.75898950396 7447754.643141922,331767.4584427171 7447752.236342636,331793.99235451664 7447714.547348186,331818.89875117986 7447674.927103793,331717.2049416251 7447565.01659005,331662.82078389137 7447506.87874832,331612.28087257507 7447449.057383591)))
249;1;0.07631132227332303;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((348484.8663639706 7446895.878090361,348440.901946974 7447003.91295333,348423.2333506833 7447020.891292126,348405.48214146675 7447037.106602121,348375.6933212669 7447047.734946828,348352.56691812596 7447051.872697428,348235.94388214254 7447067.085325971,348199.4009069017 7447088.575504886,348173.86842143827 7447113.45582317,348150.603360062 7447131.801061079,348114.0264171675 7447160.941384949,348132.07655723055 7447223.474803874,348151.26776763576 7447300.4629825335,348181.7600238692 7447274.540628012,348191.8408008244 7447256.061021843,348205.324612546 7447227.233122682,348214.26728190866 7447212.567961575,348228.10623316694 7447202.870313059,348246.8469915743 7447197.595388593,348266.58175218524 7447202.714416739,348290.0139051262 7447222.625615568,348348.3969619791 7447264.752764846,348468.12090011884 7447179.069127122,348584.0141694677 7447091.70805377,348484.8663639706 7446895.878090361)))
250;1;0.03695013352003888;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((333631.5848702926 7430232.968377838,333503.79121369676 7430264.140658692,333469.87749456515 7430309.282752513,333543.08147300745 7430401.762688136,333578.6553830497 7430484.59384492,333636.49345649057 7430512.924140745,333690.1401199088 7430473.538432838,333679.0821012906 7430411.282582524,333671.5842714601 7430362.600467909,333666.82799530926 7430335.312395953,333662.3202427058 7430305.901604483,333655.5926076864 7430243.694882244,333635.71526195784 7430250.854296835,333631.5848702926 7430232.968377838)))
251;1;0.0698444257011398;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((331051.75124492927 7447596.43683805,331028.5252681374 7447608.745956538,331004.24935120944 7447616.670601647,330979.4484593604 7447622.402986545,331475.5426103518 7448184.417281503,331540.13106356934 7448111.353941081,331093.97966355283 7447605.111881411,331076.99686373427 7447600.0011242125,331051.75124492927 7447596.43683805)))
252;1;0.09670123385755801;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((330569.64332708874 7440712.806141673,330558.06315260165 7440716.49899468,330517.7668658042 7440732.977713038,330487.74727038795 7440763.777600726,330468.33935567044 7440779.40077577,330456.5358133323 7440802.758929454,330920.0362513025 7441211.212297292,330936.8270827787 7441184.085247528,330939.4699772295 7441144.778522078,330942.7488447585 7441097.830339314,330944.46615413093 7441043.215888097,330950.8371692265 7441014.332142676,330956.1341459057 7440983.250947612,330953.9253741043 7440935.694796015,330940.9691937042 7440915.333738806,330922.5316634254 7440893.817952216,330915.5258879064 7440881.719293758,330764.92265274114 7440886.568811152,330569.64332708874 7440712.806141673)))
253;1;0.0437753569240239;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((329908.49242907093 7448652.08903939,329908.85591715213 7448668.491645729,329903.24499927415 7448681.182315063,329896.97836931015 7448700.516063685,329881.40464382636 7448716.46443641,329856.20241034904 7448733.123395195,330276.3084519877 7449039.07827463,330333.4351696435 7448991.9865271095,329908.49242907093 7448652.08903939)))
254;1;0.024143854521210737;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((331446.5922772548 7453798.467917671,331358.37413276115 7453868.014140404,331453.4674749349 7454116.78375224,331514.46742354403 7454071.536591515,331446.5922772548 7453798.467917671)))
255;1;0.09434701638335745;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((332449.1438341603 7453005.378053915,332153.9548669454 7453537.372310641,332177.0077962858 7453651.908431565,332595.30067891814 7453163.384367073,332588.4151929056 7453139.796487739,332581.7009721834 7453125.50561049,332573.90846812143 7453109.289026665,332561.9770829603 7453094.393200183,332547.5410354122 7453082.203266971,332530.35591387225 7453069.9826531615,332511.26780621475 7453055.827109272,332496.01320929884 7453043.08125045,332479.90645133174 7453032.786317067,332466.58847088815 7453018.96852963,332449.1438341603 7453005.378053915)))
256;1;0.04909564341685043;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((349166.4334290036 7447599.078931816,349217.0336793163 7447609.523801016,349243.3415230452 7447613.522327792,349264.9842172001 7447615.638678506,349284.98254788993 7447618.244696738,349302.3418927438 7447619.811622973,349368.86362861004 7447270.645317433,349368.9726863254 7447269.989869553,349369.07384904777 7447269.391691064,349289.7119296271 7447263.576367607,349263.387497065 7447261.286314381,349234.8281999922 7447259.986210873,349159.3510103358 7447597.655427167,349159.9769138814 7447597.748255596,349166.4334290036 7447599.078931816)))
257;1;0.060318693267070254;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((328444.36802014173 7454393.300072862,328379.8636962194 7454455.4482922815,328300.86812278826 7454534.382662585,328524.3541711557 7454757.310810886,328542.3501287162 7454722.5185565,328571.90613286535 7454686.764641354,328606.4172153375 7454650.520475116,328627.24339606526 7454608.651844766,328640.7275951718 7454583.651357852,328444.36802014173 7454393.300072862)))
258;1;0.013488244053124028;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((339810.93718443066 7433638.110967003,339773.82718458597 7433640.860990966,339698.04700639914 7433648.380880622,339676.69698845694 7433650.75088289,339668.9869896204 7433651.260885267,339663.94699718105 7433677.690880295,339659.037002785 7433709.620964584,339651.8370032583 7433729.280970085,339681.2670018913 7433732.610979486,339738.5771042678 7433740.291064346,339770.467089911 7433744.751072199,339798.32719009067 7433749.4710697755,339804.27721062663 7433686.850993595,339806.5271945411 7433668.830983617,339810.93718443066 7433638.110967003)))
259;1;0.06860078974299823;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((347139.80429533304 7446930.859432077,347022.10739437246 7447113.283045275,347022.3488863828 7447183.785414022,347022.0864214268 7447209.468819149,347019.6033255737 7447237.315630568,347018.0853374101 7447278.288771171,347016.74885105086 7447301.502022805,347017.1113650386 7447319.813999452,347008.2522502308 7447353.061048219,347003.4412301227 7447366.674831156,346976.75205630297 7447342.901763225,346947.85555972933 7447373.757922287,347137.80619578075 7447449.478855703,347192.83276193537 7447084.795421107,347192.93317261187 7447074.959305589,347183.10790019535 7447068.300911758,347156.27953188925 7447058.189863459,347161.8867938953 7447047.316979276,347170.24745873944 7447035.9257078115,347175.8379656863 7447026.692182459,347179.2302038325 7447017.436217982,347179.3696790857 7447003.775008231,347231.53373655747 7447008.679532362,347235.39998462616 7446952.975571053,347217.10852394055 7446949.683297526,347197.34657022887 7446947.295555478,347183.6130757693 7446946.6088455655,347166.6380002447 7446940.42399495,347155.69138548744 7446935.94019547,347139.80429533304 7446930.859432077)))
260;1;0.007257785804560548;Atibaia;SP;1;Nova Edificação;NULL;MULTIPOLYGON(((351389.93115824927 7445428.728574537,351324.9935617966 7445493.109382315,351338.06755286123 7445504.714548858,351354.4385751971 7445516.352475097,351369.7106179265 7445527.979470886,351386.61490686785 7445541.26199675,351390.98921576934 7445543.491217766,351467.18257180194 7445452.446235664,351450.0775532071 7445459.380060487,351439.62620809814 7445460.369138863,351424.256499598 7445458.57716934,351405.6874972548 7445446.917528327,351391.50365663983 7445436.394312628,351389.93115824927 7445428.728574537)))
261;1;0.07260648620576732;Atibaia;SP;3;Supressão de Vergetação;NULL;MULTIPOLYGON(((328974.5553146773 7451542.972485611,328886.468079909 7451601.013988953,328672.17570044496 7451732.516130256,328647.6479539203 7451713.647132128,328638.62042681227 7451733.773021236,328715.4061750814 7451798.890927125,328790.03648305405 7451860.157037238,328846.14651376626 7451906.176368108,329087.24925336416 7451641.5739633795,328974.5553146773 7451542.972485611)))
262;1;0.057471204744176906;Atibaia;SP;2;Solo Exposto;NULL;MULTIPOLYGON(((344390.87993219076 7443405.2003545575,344314.67608311196 7443441.014442604,344261.10712053126 7443466.682807235,344203.1595114104 7443490.666233712,344151.3125482466 7443509.249228084,344090.6173538844 7443533.203661874,344068.5369952619 7443542.808310529,344069.55608589435 7443550.46839161,344054.66977611394 7443555.230580503,344049.8045804082 7443547.530364376,344032.6862794487 7443555.547578704,343982.4700729302 7443575.786290826,344009.56032964506 7443612.67725709,344032.95851144486 7443634.777123047,344059.6876537247 7443653.633373216,344101.3716549877 7443661.171322744,344202.3592458159 7443620.152117256,344249.08500507416 7443618.45353897,344368.4855982912 7443603.305577172,344432.3236815322 7443594.135150927,344390.87993219076 7443405.2003545575)))
